"Project","Rank","Method","Count","Tests"
"spark","11","spark.Service.init()","3","spark.RequestTest.testCookies_whenCookiesArePresent [],spark.ResponseBodyTest.testPORAKATIKAOKAO [],spark.GenericSecureIntegrationTest.testXForwardedFor []"
"spark","12","spark.embeddedserver.jetty.websocket.WebSocketHandlerWrapper.validateHandlerClass(Class<?>)","2","spark.GenericIntegrationTest.testPostViaGetWithMethodOverrideHeader [],spark.GenericIntegrationTest.testPostProcessBodyForFinally []"
"spark","13","spark.Response.cookie(String,String,String,String,int,boolean,boolean)","2","spark.ResponseTest.testCookie_whenNameValueAndMaxAgeParameters_shouldAddCookieSuccessfully [],spark.ResponseTest.testCookie_whenNameAndValueParameters_shouldAddCookieSuccessfully []"
"spark","14","spark.staticfiles.StaticFilesConfiguration.consumeWithFileResourceHandlers(HttpServletRequest,HttpServletResponse)","2","spark.staticfiles.StaticFilesTest.testStaticFilePagesIndexHtml [],spark.StaticFilesMemberTest.testExternalStaticFile []"
"spark","15","spark.staticfiles.StaticFilesConfiguration.configure(String)","1","spark.GenericIntegrationTest.testGetByteBufferHi []"
"spark","16","spark.Service.awaitInitialization()","1","spark.GenericSecureIntegrationTest.testUnauthorized []"
"spark","17","spark.route.RouteEntry.matches(HttpMethod,String)","1","spark.GenericIntegrationTest.testGetByteBufferHi []"
"spark","18","spark.route.Routes.add(HttpMethod,String,String,Object)","1","spark.GenericIntegrationTest.testGetHiAfterFilter []"
"spark","19","spark.utils.MimeParse.fitnessAndQualityParsed(String,Collection<ParseResults>)","1","spark.servlet.ServletTest.testPost []"
"spark","20","spark.Session.attribute(String,Object)","1","spark.SessionTest.testAttribute_whenAttributeIsSet []"
"spark","21","spark.route.Routes.findMultiple(HttpMethod,String,String)","1","spark.BooksIntegrationTest.canGetBook []"
"spark","22","spark.Spark.getInstance()","1","spark.BooksIntegrationTest.canCreateBook []"
"spark","23","spark.Service.addFilter(HttpMethod,FilterImpl)","1","spark.GenericIntegrationTest.testTwoRoutesWithDifferentCaseButSameName []"
"spark","24","spark.Response.type(String)","1","spark.ResponseTest.testSetType []"
