"Project","Rank","Method","Count","Tests"
"spark","11","spark.embeddedserver.jetty.websocket.WebSocketHandlerWrapper.validateHandlerClass(Class<?>)","3","spark.GenericIntegrationTest.testHiHead [],spark.GenericIntegrationTest.testPostProcessBodyForFinally [],spark.GenericIntegrationTest.routes_should_be_accept_type_aware []"
"spark","12","spark.Service.getPaths()","3","spark.RedirectTest.testRedirectAnyPut [],spark.GenericIntegrationTest.testParamAndWild [],spark.GenericIntegrationTest.testEchoParamWithUpperCaseInValue []"
"spark","13","spark.embeddedserver.jetty.SocketConnectorFactory.createSecureSocketConnector(Server,String,int,SslStores)","2","spark.GenericSecureIntegrationTest.testGetRoot [],spark.embeddedserver.jetty.SocketConnectorFactoryTest.testCreateSecureSocketConnector []"
"spark","14","spark.route.RouteEntry.toString()","2","spark.GenericIntegrationTest.testXForwardedFor [],spark.GenericIntegrationTest.testPatch []"
"spark","15","spark.embeddedserver.jetty.JettyHandler.doHandle(String,Request,HttpServletRequest,HttpServletResponse)","2","spark.GenericIntegrationTest.testGetByteBufferHi [],spark.GenericIntegrationTest.testPathParamsWithPlusSign []"
"spark","16","spark.Response.cookie(String,String,String,String,int,boolean,boolean)","2","spark.ResponseTest.testCookie_whenNameValueMaxAgeSecuredAndHttpOnlyParameters_shouldAddCookieSuccessfully [],spark.ResponseTest.testCookie_whenNameValueAndMaxAgeParameters_shouldAddCookieSuccessfully []"
"spark","17","spark.utils.SparkUtils.convertRouteToList(String)","1","spark.RequestTest.shouldBeAbleToGetTheMatchedPath []"
"spark","18","spark.utils.StringUtils.collectionToDelimitedString(Collection<?>,String,String,String)","1","spark.servlet.ServletTest.testExternalStaticFile []"
"spark","19","spark.Redirect.redirectRoute(String,Status)","1","spark.RedirectTest.testRedirectAnyPostWithSpecificCode []"
"spark","20","spark.resource.ClassPathResource.exists()","1","spark.servlet.ServletTest.testGetRoot []"
"spark","21","spark.Service.initiateStop()","1","spark.InitExceptionHandlerTest.testInitExceptionHandler []"
"spark","22","spark.Service.init()","1","spark.embeddedserver.EmbeddedServersTest.testAdd_whenConfigureRoutes_createsCustomServer []"
"spark","23","spark.staticfiles.StaticFilesConfiguration.configureExternal(String)","1","spark.staticfiles.StaticFilesTest.testDirectoryTraversalProtectionLocal []"
"spark","24","spark.http.matching.GeneralError.modify(HttpServletRequest,HttpServletResponse,Body,RequestWrapper,ResponseWrapper,ExceptionMapper,Exception)","1","spark.GenericIntegrationTest.testRuntimeExceptionForDone []"
"spark","25","spark.staticfiles.StaticFilesConfiguration.consume(HttpServletRequest,HttpServletResponse)","1","spark.staticfiles.StaticFilesTest.testDirectoryTraversalProtectionLocal []"
"spark","26","spark.route.Routes.add(HttpMethod,String,String,Object)","1","spark.RequestTest.testSession_whenCreateIsFalse []"
"spark","27","spark.http.matching.MatcherFilter.doFilter(ServletRequest,ServletResponse,FilterChain)","1","spark.GenericIntegrationTest.testEchoParam1 []"
