"Project","Rank","Method","Count","Tests"
"spark","11","spark.embeddedserver.EmbeddedServers.initialize()","4","spark.RedirectTest.testRedirectAnyPostWithSpecificCode [],spark.MultipleServicesTest.testGetAllRoutesFromBothServices [],spark.RequestTest.testSession_whenCreateIsTrue [],spark.GenericIntegrationTest.testParamWithEncodedSlash []"
"spark","12","spark.Response.cookie(String,String,String,String,int,boolean,boolean)","4","spark.ResponseTest.testCookie_whenPathNameValueMaxAgeSecuredAndHttpOnlyParameters_shouldAddCookieSuccessfully [],spark.ResponseTest.testCookie_whenPathNameValueMaxAgeAndSecuredParameters_shouldAddCookieSuccessfully [],spark.ResponseTest.testCookie_whenNameValueAndMaxAgeParameters_shouldAddCookieSuccessfully [],spark.CookiesIntegrationTest.testCreateCookie []"
"spark","13","spark.Service.initiateStop()","2","spark.CookiesIntegrationTest.testRemoveCookie [],spark.ResponseWrapperDelegationTest.filters_can_detect_response_status []"
"spark","14","spark.resource.ExternalResource.getURL()","2","spark.GenericIntegrationTest.testXForwardedFor [],spark.staticfiles.DisableMimeGuessingTest.testMimeTypes []"
"spark","15","spark.Routable.createRouteImpl(String,Route)","1","spark.CookiesIntegrationTest.testCreateCookie []"
"spark","16","spark.embeddedserver.jetty.SocketConnectorFactory.createSecureSocketConnector(Server,String,int,SslStores)","1","spark.GenericSecureIntegrationTest.testGetHi []"
"spark","17","spark.RouteImpl.withPrefix(String)","1","spark.GenericIntegrationTest.testStaticFile []"
"spark","18","spark.utils.MimeParse.fitnessAndQualityParsed(String,Collection<ParseResults>)","1","spark.MultipleServicesTest.testGetRedirectedHi []"
"spark","19","spark.Response.redirect(String,int)","1","spark.RedirectTest.testRedirectPutWithSpecificCode []"
"spark","20","spark.resource.ClassPathResource.exists()","1","spark.GenericIntegrationTest.testPostProcessBodyForFinally []"
"spark","21","spark.Service.init()","1","spark.RequestTest.shouldBeAbleToGetTheMatchedPath []"
