"Project","Rank","Method","Count","Tests"
"spark","11","spark.embeddedserver.jetty.websocket.WebSocketHandlerWrapper.validateHandlerClass(Class<?>)","4","spark.GenericIntegrationTest.testPostProcessBodyForFinally [],spark.GenericIntegrationTest.paths_should_be_nestable [],spark.GenericIntegrationTest.testEchoParamWithUpperCaseInValue [],spark.GenericIntegrationTest.testRuntimeExceptionForAllRoutesFinally []"
"spark","12","spark.utils.SparkUtils.convertRouteToList(String)","2","spark.staticfiles.StaticFilesTest.testExternalStaticFile [],spark.RequestTest.shouldBeAbleToGetTheServletPath []"
"spark","13","spark.resource.ClassPathResource.exists()","2","spark.servlet.ServletTest.testStaticWelcomeResource [],spark.GenericIntegrationTest.testRuntimeExceptionForDone []"
"spark","14","spark.Response.type(String)","2","spark.ResponseWrapperDelegationTest.filters_can_detect_content_type [],spark.customerrorpages.CustomErrorPagesTest.testCustomInternal []"
"spark","15","spark.embeddedserver.jetty.SocketConnectorFactory.createSecureSocketConnector(Server,String,int,SslStores)","1","spark.GenericSecureIntegrationTest.testUnauthorized []"
"spark","16","spark.Routable.before(String,Filter)","1","spark.RequestTest.queryParamOrDefault_shouldReturnQueryParam_whenQueryParamExists []"
"spark","17","spark.Routable.createRouteImpl(String,String,Route)","1","spark.GenericIntegrationTest.routes_should_be_accept_type_aware []"
"spark","18","spark.staticfiles.StaticFilesConfiguration.consumeWithFileResourceHandlers(HttpServletRequest,HttpServletResponse)","1","spark.staticfiles.StaticFilesTest.testStaticFilePagesIndexHtml []"
"spark","19","spark.Service.initiateStop()","1","spark.staticfiles.StaticFilesTest.testStaticFileCssStyleCss []"
"spark","20","spark.resource.ClassPathResourceHandler.getResource(String)","1","spark.GenericIntegrationTest.testXForwardedFor []"
"spark","21","spark.utils.ResourceUtils.getFile(URL,String)","1","spark.GenericIntegrationTest.testGetInputStreamHi []"
"spark","22","spark.route.Routes.add(HttpMethod,String,String,Object)","1","spark.GenericIntegrationTest.testGetInputStreamHi []"
"spark","23","spark.utils.MimeParse.fitnessAndQualityParsed(String,Collection<ParseResults>)","1","spark.GenericIntegrationTest.testUnauthorized []"
"spark","24","spark.http.matching.MatcherFilter.doFilter(ServletRequest,ServletResponse,FilterChain)","1","spark.GenericSecureIntegrationTest.testEchoParam1 []"
"spark","25","spark.Spark.getInstance()","1","spark.BooksIntegrationTest.wontFindBook []"
