"Project","Rank","Method","Count","Tests"
"spark","11","spark.embeddedserver.jetty.websocket.WebSocketHandlerWrapper.validateHandlerClass(Class<?>)","3","spark.GenericIntegrationTest.testGetHiAfterFilter [],spark.GenericIntegrationTest.testUnauthorized [],spark.GenericIntegrationTest.testSplatWithEncodedSlash []"
"spark","12","spark.utils.GzipUtils.checkAndWrap(HttpServletRequest,HttpServletResponse,boolean)","2","spark.RequestTest.shouldBeAbleToGetTheMatchedPath [],spark.CookiesIntegrationTest.testCreateCookie []"
"spark","13","spark.Service.init()","2","spark.RequestTest.queryParamShouldBeParsedAsHashMap [],spark.ResponseBodyTest.testMAXIME []"
"spark","14","spark.route.RouteEntry.toString()","1","spark.GenericIntegrationTest.testGetBinaryHi []"
"spark","15","spark.embeddedserver.jetty.SocketConnectorFactory.createSecureSocketConnector(Server,String,int,SslStores)","1","spark.GenericSecureIntegrationTest.testGetHi []"
"spark","16","spark.Request.changeMatch(RouteMatch)","1","spark.BooksIntegrationTest.canDeleteBook []"
"spark","17","spark.Request.body()","1","spark.BodyAvailabilityTest.testPost []"
"spark","18","spark.http.matching.GeneralError.modify(HttpServletRequest,HttpServletResponse,Body,RequestWrapper,ResponseWrapper,ExceptionMapper,Exception)","1","spark.customerrorpages.CustomErrorPagesTest.testCustomInternal []"
"spark","19","spark.route.Routes.findTargetWithGivenAcceptType(List<RouteEntry>,String)","1","spark.GenericIntegrationTest.testInheritanceExceptionMapper []"
"spark","20","spark.Service.initiateStop()","1","spark.ServiceTest.stopExtinguishesServer []"
"spark","21","spark.route.Routes.find(HttpMethod,String,String)","1","spark.staticfiles.StaticFilesTest.testDirectoryTraversalProtectionLocal []"
"spark","22","spark.http.matching.MatcherFilter.doFilter(ServletRequest,ServletResponse,FilterChain)","1","spark.GenericIntegrationTest.testGetBinaryHi []"
"spark","23","spark.Spark.getInstance()","1","spark.StaticFilesMemberTest.testStaticFileCssStyleCss []"
"spark","24","spark.Response.header(String,String)","1","spark.BooksIntegrationTest.canGetUpdatedBook []"
