"Project","Rank","Method","Count","Tests"
"spark","11","spark.Service.getPaths()","3","spark.customerrorpages.CustomErrorPagesTest.testGetHi [],spark.RequestTest.testRequestMethod [],spark.RequestTest.testSession_2times []"
"spark","12","spark.resource.ClassPathResource.exists()","2","spark.servlet.ServletTest.testGetHiAfterFilter [],spark.GenericIntegrationTest.testGetRoot []"
"spark","13","spark.embeddedserver.jetty.websocket.WebSocketHandlerWrapper.validateHandlerClass(Class<?>)","2","spark.GenericIntegrationTest.testEchoParam1 [],spark.ServiceTest.testWebSocket_whenInitializedTrue_thenThrowIllegalStateException []"
"spark","14","spark.Response.cookie(String,String,String,String,int,boolean,boolean)","2","spark.ResponseTest.testCookie_whenPathNameValueMaxAgeSecuredAndHttpOnlyParameters_shouldAddCookieSuccessfully [],spark.ResponseTest.testCookie_whenPathNameValueMaxAgeAndSecuredParameters_shouldAddCookieSuccessfully []"
"spark","15","spark.staticfiles.DirectoryTraversal.unixifyPath(String)","1","spark.servlet.ServletTest.testExternalStaticFile []"
"spark","16","spark.resource.AbstractFileResolvingResource.isReadable()","1","spark.StaticFilesMemberTest.testStaticFilePageHtml []"
"spark","17","spark.embeddedserver.jetty.SocketConnectorFactory.createSecureSocketConnector(Server,String,int,SslStores)","1","spark.GenericSecureIntegrationTest.testGetHiAfterFilter []"
"spark","18","spark.Routable.createRouteImpl(String,String,Route)","1","spark.GenericIntegrationTest.paths_should_be_very_nestable []"
"spark","19","spark.embeddedserver.jetty.JettyHandler.doHandle(String,Request,HttpServletRequest,HttpServletResponse)","1","spark.customerrorpages.CustomErrorPagesTest.testCustomInternalFailingRoute []"
"spark","20","spark.resource.ExternalResource.getURL()","1","spark.GenericIntegrationTest.testInheritanceExceptionMapper []"
"spark","21","spark.Service.init()","1","spark.RequestTest.testSession_whenCreateIsTrue_afterSessionInvalidate []"
"spark","22","spark.staticfiles.StaticFilesConfiguration.configureExternal(String)","1","spark.GenericIntegrationTest.testStaticFile []"
"spark","23","spark.Service.awaitInitialization()","1","spark.BooksIntegrationTest.canGetBook []"
"spark","24","spark.servlet.SparkFilter.getApplications(FilterConfig)","1","spark.servlet.ServletTest.testEchoParam1 []"
"spark","25","spark.Request.body()","1","spark.BodyAvailabilityTest.testPost []"
"spark","26","spark.embeddedserver.jetty.websocket.WebSocketCreatorFactory.create(WebSocketHandlerWrapper)","1","spark.GenericIntegrationTest.testParamAndWild []"
"spark","27","spark.Routable.get(String,TemplateViewRoute,TemplateEngine)","1","spark.GenericIntegrationTest.filters_should_be_accept_type_aware []"
"spark","28","spark.http.matching.MatcherFilter.doFilter(ServletRequest,ServletResponse,FilterChain)","1","spark.GenericSecureIntegrationTest.testXForwardedFor []"
"spark","29","spark.serialization.DefaultSerializer.process(OutputStream,Object)","1","spark.customerrorpages.CustomErrorPagesTest.testCustomInternal []"
