"Project","Rank","Method","Count","Tests"
"spark","11","spark.embeddedserver.jetty.EmbeddedJettyServer.extinguish()","4","spark.BooksIntegrationTest.canGetUpdatedBook [],spark.BooksIntegrationTest.canCreateBook [],spark.GenericIntegrationTest.testEchoParam1 [],spark.GenericSecureIntegrationTest.testEchoParamWithMaj []"
"spark","12","spark.embeddedserver.jetty.SocketConnectorFactory.createSecureSocketConnector(Server,String,int,SslStores)","3","spark.GenericSecureIntegrationTest.testGetRoot [],spark.GenericSecureIntegrationTest.testPatch []"
"spark","13","spark.utils.SparkUtils.convertRouteToList(String)","2","spark.servlet.ServletTest.testEchoParam1 [],spark.GenericIntegrationTest.testTwoRoutesWithDifferentCaseButSameName []"
"spark","14","spark.staticfiles.StaticFilesConfiguration.consumeWithFileResourceHandlers(HttpServletRequest,HttpServletResponse)","2","spark.servlet.ServletTest.testStaticWelcomeResource [],spark.StaticFilesMemberTest.testExternalStaticFile []"
"spark","15","spark.embeddedserver.jetty.JettyHandler.doHandle(String,Request,HttpServletRequest,HttpServletResponse)","2","spark.ResponseBodyTest.testSPECIAL [],spark.BodyAvailabilityTest.testPost []"
"spark","16","spark.Service.initiateStop()","2","spark.staticfiles.DisableMimeGuessingTest.testMimeTypes [],spark.GenericIntegrationTest.testNotFoundExceptionMapper []"
"spark","17","spark.Response.type()","1","spark.ResponseTest.testGetType []"
"spark","18","spark.Service.awaitInitialization()","1","spark.RequestTest.testSessionNoParams_whenSessionIsNull []"
"spark","19","spark.utils.StringUtils.collectionToDelimitedString(Collection<?>,String,String,String)","1","spark.GenericIntegrationTest.testGetByteBufferHi []"
"spark","20","spark.utils.MimeParse.toFloat(String,float)","1","spark.BooksIntegrationTest.canListBooks []"
"spark","21","spark.Redirect.redirectRoute(String,Status)","1","spark.RedirectTest.testRedirectPostWithSpecificCode []"
"spark","22","spark.resource.ClassPathResource.exists()","1","spark.staticfiles.StaticFilesTest.testStaticFileCssStyleCss []"
"spark","23","spark.resource.ExternalResource.getURL()","1","spark.GenericIntegrationTest.testTypedExceptionMapper []"
